Address,Latitude,Longitude,Neighborhood,Created_At,Property_Type,Style,Year_Built,Square_Footage,Bedrooms,Bathrooms,Lot_Size,Price,Property_Tax,HOA_Fees,Parking_Spaces,Heating,Cooling,Appliances,Features,School_District,Walk_Score,Transit_Score,Last_Sold_Date,Last_Sold_Price,Estimated_Monthly_Payment,ROI,Current_Value,CountyName,State,City,Price_Per_Sqft,Bed_Bath_Ratio,Lot_Size_Sqft
"9640, Hayes Street, Hayes Valley, San Francisco, CA 94102",37.777295,-122.412132,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1930,2690,2,2,6333,2777843,34723,0,1,Wall Unit,None,"Dryer, Refrigerator, Garbage Disposal, Washer","Built-in storage, Close to parks, Spacious backyard, Laminate floors, Updated kitchen",San Francisco Archdiocese,95,86,2021-09-16,2051148,5253,5.82,2777843,San Francisco,CA,Hayes Valley,1032.6553903345725,1.0,6333
"4975, Fell Street, Hayes Valley, San Francisco, CA 94102",37.774371,-122.407468,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1953,3349,3,2,12697,3214234,40177,371,2,Baseboard,Evaporative,"Microwave, Garbage Disposal, Refrigerator, Washer","Private backyard, High ceilings, Renovated kitchen, Close to restaurants, Concrete floors",San Francisco Unified School District,91,88,2021-08-10,2597929,6079,6.49,3214234,San Francisco,CA,Hayes Valley,959.759331143625,1.5,12697
"8397, Fell Street, Hayes Valley, San Francisco, CA 94102",37.771606,-122.40659,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1957,3268,3,2,8504,3196513,39956,0,0,Baseboard,Evaporative,"Dryer, Microwave, Dishwasher, Oven, Washer","Close to parks, Carpet floors, Spacious backyard, Renovated kitchen, High ceilings",Charter Schools,93,90,2023-12-14,2611849,6045,5.89,3196513,San Francisco,CA,Hayes Valley,978.125152998776,1.5,8504
"8487, Haight Street, Hayes Valley, San Francisco, CA 94102",37.779714,-122.41416,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1930,2120,4,4,5834,2900229,36252,432,0,Baseboard,Evaporative,"Washer, Garbage Disposal, Dryer, Dishwasher, Refrigerator","Laminate floors, Landscaped backyard, Renovated kitchen, Fireplace, Close to parks",San Francisco Archdiocese,90,87,2024-02-24,2214797,5485,7.29,2900229,San Francisco,CA,Hayes Valley,1368.0325471698113,1.0,5834
"3053, Fell Street, Hayes Valley, San Francisco, CA 94102",37.775462,-122.401176,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1927,3246,4,3,9785,3101707,38771,792,0,Wall Unit,Evaporative,"Dishwasher, Oven, Dryer, Garbage Disposal, Washer, Refrigerator","Landscaped backyard, Renovated kitchen, Fireplace, Laminate floors, Close to parks",San Francisco Archdiocese,92,86,2021-12-31,2285536,5866,6.31,3101707,San Francisco,CA,Hayes Valley,955.5474430067776,1.3333333333333333,9785
"5707, Page Street, Hayes Valley, San Francisco, CA 94102",37.779375,-122.419189,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1942,3032,4,4,7191,2300056,28750,0,2,Radiant,Central Air,"Microwave, Dishwasher, Garbage Disposal","Built-in storage, Close to restaurants, Spacious backyard",Private Schools,95,85,2022-06-30,1901092,4349,7.14,2300056,San Francisco,CA,Hayes Valley,758.5936675461742,1.0,7191
"112, Page Street, Hayes Valley, San Francisco, CA 94102",37.772058,-122.406621,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1937,2376,3,2,6826,3406615,42582,241,1,Radiant,None,"Washer, Microwave, Garbage Disposal, Dryer, Dishwasher, Refrigerator","Modern kitchen, High ceilings, Private backyard, Close to public transportation",San Francisco Unified School District,95,85,2022-06-04,2953166,6443,6.88,3406615,San Francisco,CA,Hayes Valley,1433.760521885522,1.5,6826
"117, Fell Street, Hayes Valley, San Francisco, CA 94102",37.779276,-122.416967,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1938,2852,2,2,10481,2792937,34911,0,1,Wall Unit,Evaporative,"Microwave, Dryer, Dishwasher, Washer","Close to shopping, Updated kitchen, Fireplace, Tile floors, Private backyard",San Francisco Archdiocese,94,88,2022-05-22,1983878,5282,7.36,2792937,San Francisco,CA,Hayes Valley,979.2906732117812,1.0,10481
"3045, Page Street, Hayes Valley, San Francisco, CA 94102",37.776216,-122.411002,Hayes Valley,2025-08-31,Single Family Home,Victorian/Modern,1958,2538,2,3,8167,3432426,42905,541,2,Baseboard,Mini Split,"Microwave, Dishwasher, Dryer","Landscaped backyard, Built-in storage, Close to public transportation, Tile floors, Updated kitchen",Charter Schools,93,87,2024-01-20,2522530,6492,5.93,3432426,San Francisco,CA,Hayes Valley,1352.4137115839244,0.6666666666666666,8167
"4610, 18th Street, Castro, San Francisco, CA 94102",37.758432,-122.422405,Castro,2025-08-31,Single Family Home,Victorian,1934,2361,3,2,7020,1932084,24151,312,1,Radiant,Central Air,"Washer, Dryer, Garbage Disposal, Dishwasher, Oven","Updated kitchen, Landscaped backyard, Tile floors",Charter Schools,93,90,2023-11-27,1374105,3654,6.17,1932084,San Francisco,CA,Castro,818.3329097839899,1.5,7020
"5057, Market Street, Castro, San Francisco, CA 94102",37.751207,-122.420035,Castro,2025-08-31,Single Family Home,Victorian,1924,1951,3,2,6226,1831861,22898,280,0,Forced Air,Window Unit,"Oven, Washer, Refrigerator","Hardwood floors, Close to parks, Modern kitchen, Built-in storage",San Francisco Unified School District,85,89,2024-07-04,1518159,3464,5.47,1831861,San Francisco,CA,Castro,938.9343926191697,1.5,6226
"4072, Noe Street, Castro, San Francisco, CA 94102",37.754896,-122.435563,Castro,2025-08-31,Single Family Home,Victorian,1942,2148,2,2,7856,2708798,33859,0,2,Wall Unit,None,"Refrigerator, Microwave, Oven, Dryer, Garbage Disposal","Close to public transportation, Updated kitchen, Built-in storage",San Francisco Unified School District,93,80,2020-11-24,2416765,5122,6.11,2708798,San Francisco,CA,Castro,1261.0791433891993,1.0,7856
"3632, Market Street, Castro, San Francisco, CA 94102",37.751858,-122.420517,Castro,2025-08-31,Single Family Home,Victorian,1945,2292,2,1,5203,2277503,28468,555,0,Baseboard,Central Air,"Microwave, Oven, Garbage Disposal, Washer","Fireplace, Close to parks, Hardwood floors, Spacious backyard",San Francisco Archdiocese,93,82,2023-08-31,1890502,4306,4.65,2277503,San Francisco,CA,Castro,993.6749563699825,2.0,5203
"4640, Church Street, Castro, San Francisco, CA 94102",37.752381,-122.428504,Castro,2025-08-31,Single Family Home,Victorian,1916,2529,2,1,7323,2791716,34896,0,1,Wall Unit,Window Unit,"Dryer, Dishwasher, Oven","Private backyard, Renovated kitchen, Laminate floors, Close to restaurants",San Francisco Unified School District,90,81,2024-02-24,2377355,5280,5.68,2791716,San Francisco,CA,Castro,1103.8813760379596,2.0,7323
"2192, Church Street, Castro, San Francisco, CA 94102",37.757002,-122.42075,Castro,2025-08-31,Single Family Home,Victorian,1934,1834,2,3,7022,1780227,22252,0,0,Central Heating,Evaporative,"Refrigerator, Oven, Microwave, Dishwasher, Washer, Garbage Disposal","High ceilings, Carpet floors, Spacious backyard",Charter Schools,91,87,2021-07-22,1456828,3366,5.87,1780227,San Francisco,CA,Castro,970.6799345692475,0.6666666666666666,7022
"6844, Castro Street, Castro, San Francisco, CA 94102",37.753086,-122.434442,Castro,2025-08-31,Single Family Home,Victorian,1943,2240,3,3,6387,2108026,26350,0,2,Forced Air,Central Air,"Washer, Refrigerator, Dryer","Fireplace, Renovated kitchen, Close to restaurants, Landscaped backyard",San Francisco Archdiocese,92,81,2022-03-21,1638659,3986,5.53,2108026,San Francisco,CA,Castro,941.0830357142858,1.0,6387
"1600, Church Street, Castro, San Francisco, CA 94102",37.751104,-122.424855,Castro,2025-08-31,Single Family Home,Victorian,1946,2383,3,2,6319,2726567,34082,0,1,Forced Air,Central Air,"Microwave, Garbage Disposal, Refrigerator","Tile floors, Modern kitchen, Built-in storage, Spacious backyard, Close to parks",San Francisco Archdiocese,89,81,2022-01-12,2104180,5157,6.25,2726567,San Francisco,CA,Castro,1144.1741502308016,1.5,6319
"547, Market Street, Castro, San Francisco, CA 94102",37.757857,-122.428468,Castro,2025-08-31,Single Family Home,Victorian,1912,2972,4,3,6554,2697694,33721,604,2,Central Heating,Window Unit,"Refrigerator, Washer, Microwave, Oven, Garbage Disposal, Dryer","Private backyard, High ceilings, Concrete floors",San Francisco Archdiocese,88,89,2021-04-27,2215160,5103,5.72,2697694,San Francisco,CA,Castro,907.7032301480484,1.3333333333333333,6554
"2207, Church Street, Castro, San Francisco, CA 94102",37.759379,-122.425584,Castro,2025-08-31,Single Family Home,Victorian,1944,2682,4,3,5835,2564916,32061,0,0,Forced Air,Window Unit,"Oven, Dryer, Dishwasher, Refrigerator","Spacious backyard, Fireplace, Modern kitchen, Close to restaurants",Private Schools,91,80,2023-01-14,2018055,4850,5.3,2564916,San Francisco,CA,Castro,956.34451901566,1.3333333333333333,5835
"8157, Church Street, Castro, San Francisco, CA 94102",37.758028,-122.430947,Castro,2025-08-31,Single Family Home,Victorian,1920,1892,2,3,6390,2346524,29331,0,2,Forced Air,Evaporative,"Dryer, Garbage Disposal, Dishwasher, Refrigerator","Private backyard, Modern kitchen, Carpet floors, Close to restaurants",Charter Schools,88,90,2024-02-26,1704094,4437,4.7,2346524,San Francisco,CA,Castro,1240.2346723044398,0.6666666666666666,6390
"350, Market Street, Castro, San Francisco, CA 94102",37.757375,-122.438776,Castro,2025-08-31,Single Family Home,Victorian,1930,2438,4,3,9499,1920920,24011,236,0,Wall Unit,Window Unit,"Refrigerator, Garbage Disposal, Dishwasher, Dryer, Oven, Washer","Spacious backyard, Carpet floors, Close to parks, Modern kitchen",Charter Schools,85,88,2022-06-06,1625884,3632,4.77,1920920,San Francisco,CA,Castro,787.9081214109926,1.3333333333333333,9499
"2010, 18th Street, Castro, San Francisco, CA 94102",37.756054,-122.42401,Castro,2025-08-31,Single Family Home,Victorian,1944,2806,4,3,11209,2695903,33698,0,1,Forced Air,None,"Microwave, Garbage Disposal, Washer, Dishwasher","Renovated kitchen, Concrete floors, Spacious backyard",San Francisco Archdiocese,90,89,2021-09-06,2015729,5099,5.83,2695903,San Francisco,CA,Castro,960.763720598717,1.3333333333333333,11209
"3557, Castro Street, Castro, San Francisco, CA 94102",37.751351,-122.421163,Castro,2025-08-31,Single Family Home,Victorian,1931,1999,2,3,6193,2153712,26921,0,0,Forced Air,None,"Garbage Disposal, Dishwasher, Oven, Washer, Microwave","Built-in storage, Close to shopping, Renovated kitchen, Landscaped backyard, Hardwood floors",San Francisco Unified School District,90,82,2023-09-06,1869964,4073,6.24,2153712,San Francisco,CA,Castro,1077.3946973486743,0.6666666666666666,6193
"6874, 18th Street, Castro, San Francisco, CA 94102",37.75218,-122.423301,Castro,2025-08-31,Single Family Home,Victorian,1932,1976,4,3,4724,2637541,32969,0,2,Radiant,Window Unit,"Garbage Disposal, Dishwasher, Washer, Oven, Refrigerator","Close to public transportation, Landscaped backyard, High ceilings, Concrete floors",San Francisco Unified School District,86,84,2022-06-24,1933813,4987,4.72,2637541,San Francisco,CA,Castro,1334.787955465587,1.3333333333333333,4724
"1168, 18th Street, Castro, San Francisco, CA 94102",37.75685,-122.423201,Castro,2025-08-31,Single Family Home,Victorian,1915,1823,3,2,4700,2212487,27656,580,0,Wall Unit,Window Unit,"Oven, Refrigerator, Dryer, Washer","Concrete floors, Private backyard, Close to restaurants, Updated kitchen",San Francisco Archdiocese,85,88,2022-10-18,1748846,4183,5.36,2212487,San Francisco,CA,Castro,1213.651673066374,1.5,4700
"3598, Castro Street, Castro, San Francisco, CA 94102",37.753864,-122.43066,Castro,2025-08-31,Single Family Home,Victorian,1907,1871,2,1,4648,1868903,23361,0,2,Wall Unit,Window Unit,"Microwave, Washer, Dishwasher, Dryer, Garbage Disposal","Private backyard, Close to parks, Renovated kitchen, Carpet floors",San Francisco Archdiocese,91,83,2020-09-02,1672003,3533,4.86,1868903,San Francisco,CA,Castro,998.8792089791556,2.0,4648
"2341, Noe Street, Castro, San Francisco, CA 94102",37.755698,-122.429746,Castro,2025-08-31,Single Family Home,Victorian,1901,2621,3,2,7382,2242556,28031,0,1,Central Heating,None,"Dryer, Refrigerator, Oven, Garbage Disposal","Landscaped backyard, Modern kitchen, Carpet floors",Charter Schools,94,90,2024-07-28,1748875,4240,6.23,2242556,San Francisco,CA,Castro,855.610835558947,1.5,7382
"8947, Noe Street, Castro, San Francisco, CA 94102",37.750603,-122.433473,Castro,2025-08-31,Single Family Home,Victorian,1927,2487,3,3,9198,2795415,34942,0,0,Radiant,Central Air,"Washer, Garbage Disposal, Refrigerator","Laminate floors, Fireplace, Landscaped backyard",Private Schools,91,81,2023-04-01,2423123,5286,4.72,2795415,San Francisco,CA,Castro,1124.0108564535585,1.0,9198
"2064, Market Street, Castro, San Francisco, CA 94102",37.753759,-122.436598,Castro,2025-08-31,Single Family Home,Victorian,1906,1929,4,3,4739,1699440,21243,0,2,Baseboard,None,"Dryer, Washer, Oven, Refrigerator, Dishwasher","Renovated kitchen, Close to restaurants, Hardwood floors, Landscaped backyard",Charter Schools,91,81,2021-01-27,1194936,3214,5.19,1699440,San Francisco,CA,Castro,880.99533437014,1.3333333333333333,4739
"1596, Church Street, Castro, San Francisco, CA 94102",37.750622,-122.420425,Castro,2025-08-31,Single Family Home,Victorian,1929,2133,4,3,5741,1787645,22345,0,2,Wall Unit,Mini Split,"Microwave, Refrigerator, Garbage Disposal, Dryer, Washer, Oven","Carpet floors, Built-in storage, Close to public transportation",San Francisco Archdiocese,93,85,2021-05-15,1554823,3380,5.61,1787645,San Francisco,CA,Castro,838.089545241444,1.3333333333333333,5741
"9841, Castro Street, Castro, San Francisco, CA 94102",37.758055,-122.433505,Castro,2025-08-31,Single Family Home,Victorian,1932,2388,4,3,8317,2714686,33933,310,0,Central Heating,Window Unit,"Refrigerator, Garbage Disposal, Dryer, Oven, Dishwasher","Hardwood floors, Modern kitchen, Fireplace",San Francisco Unified School District,95,81,2023-07-09,2317335,5134,5.76,2714686,San Francisco,CA,Castro,1136.8031825795645,1.3333333333333333,8317
"7134, Castro Street, Castro, San Francisco, CA 94102",37.751074,-122.435179,Castro,2025-08-31,Single Family Home,Victorian,1921,2091,3,3,7836,1675697,20946,0,2,Forced Air,None,"Refrigerator, Garbage Disposal, Dryer","Tile floors, Fireplace, Renovated kitchen, Landscaped backyard, Close to shopping",Charter Schools,94,89,2022-11-08,1264170,3169,6.09,1675697,San Francisco,CA,Castro,801.3854615016738,1.0,7836
"6373, Church Street, Castro, San Francisco, CA 94102",37.751006,-122.436948,Castro,2025-08-31,Single Family Home,Victorian,1920,2094,3,2,5179,2400710,30008,0,2,Wall Unit,None,"Refrigerator, Washer, Garbage Disposal, Dishwasher","Renovated kitchen, Concrete floors, High ceilings, Close to shopping, Spacious backyard",Private Schools,86,82,2023-09-23,1704205,4540,5.93,2400710,San Francisco,CA,Castro,1146.4708691499523,1.5,5179
"2034, Church Street, Castro, San Francisco, CA 94102",37.756412,-122.427743,Castro,2025-08-31,Single Family Home,Victorian,1942,1947,3,3,5804,2329115,29113,0,2,Radiant,Central Air,"Microwave, Oven, Refrigerator, Garbage Disposal","Laminate floors, Close to shopping, Built-in storage, Renovated kitchen, Landscaped backyard",Private Schools,92,82,2022-03-10,1804760,4405,5.88,2329115,San Francisco,CA,Castro,1196.2583461736003,1.0,5804
"2855, Noe Street, Noe Valley, San Francisco, CA 94102",37.757778,-122.42453,Noe Valley,2025-08-31,Single Family Home,Victorian,1908,2091,5,4,6508,3261095,40763,0,0,Wall Unit,Window Unit,"Garbage Disposal, Washer, Dishwasher, Dryer, Microwave, Refrigerator","Spacious backyard, Close to shopping, Modern kitchen, Hardwood floors",San Francisco Unified School District,87,84,2023-10-15,2570738,6167,6.79,3261095,San Francisco,CA,Noe Valley,1559.5863223338115,1.25,6508
"3975, Castro Street, Noe Valley, San Francisco, CA 94102",37.750748,-122.410417,Noe Valley,2025-08-31,Single Family Home,Victorian,1919,2983,4,4,11759,2983105,37288,0,1,Radiant,Evaporative,"Oven, Washer, Refrigerator, Dishwasher","Spacious backyard, Close to restaurants, Built-in storage, Carpet floors, Renovated kitchen",San Francisco Unified School District,94,81,2023-02-19,2635823,5641,5.71,2983105,San Francisco,CA,Noe Valley,1000.0351994636272,1.0,11759
"6980, Castro Street, Noe Valley, San Francisco, CA 94102",37.759376,-122.418999,Noe Valley,2025-08-31,Single Family Home,Victorian,1926,3405,3,3,6885,3410732,42634,0,2,Wall Unit,None,"Dishwasher, Microwave, Dryer, Garbage Disposal","Fireplace, Private backyard, Close to restaurants",Private Schools,94,80,2022-03-12,2803757,6450,6.38,3410732,San Francisco,CA,Noe Valley,1001.6834067547724,1.0,6885
"6469, 24th Street, Noe Valley, San Francisco, CA 94102",37.750869,-122.413598,Noe Valley,2025-08-31,Single Family Home,Victorian,1940,2219,4,4,6810,2203205,27540,477,2,Radiant,None,"Refrigerator, Oven, Dryer, Dishwasher, Garbage Disposal","Modern kitchen, Laminate floors, Private backyard",Charter Schools,89,86,2021-04-28,1763802,4167,5.69,2203205,San Francisco,CA,Noe Valley,992.8819287967553,1.0,6810
"6913, Castro Street, Noe Valley, San Francisco, CA 94102",37.752331,-122.416427,Noe Valley,2025-08-31,Single Family Home,Victorian,1891,2217,5,4,6506,3714318,46428,366,1,Central Heating,Window Unit,"Dryer, Oven, Washer, Garbage Disposal, Microwave","Private backyard, Close to parks, Built-in storage",San Francisco Unified School District,94,81,2023-05-31,2682571,7025,6.92,3714318,San Francisco,CA,Noe Valley,1675.380243572395,1.25,6506
"1594, Church Street, Noe Valley, San Francisco, CA 94102",37.756496,-122.410122,Noe Valley,2025-08-31,Single Family Home,Victorian,1926,2542,4,3,6534,2791960,34899,0,2,Forced Air,Central Air,"Oven, Washer, Garbage Disposal, Refrigerator, Dryer, Microwave","Built-in storage, Renovated kitchen, Concrete floors, Close to shopping",Charter Schools,91,86,2022-04-30,2204983,5280,5.19,2791960,San Francisco,CA,Noe Valley,1098.3320220298976,1.3333333333333333,6534
"341, 24th Street, Noe Valley, San Francisco, CA 94102",37.752552,-122.415707,Noe Valley,2025-08-31,Single Family Home,Victorian,1906,3452,5,4,8127,2882266,36028,0,1,Baseboard,Evaporative,"Oven, Garbage Disposal, Dishwasher, Microwave","Modern kitchen, Tile floors, High ceilings, Spacious backyard, Close to parks",Private Schools,86,85,2023-10-25,2312766,5450,5.92,2882266,San Francisco,CA,Noe Valley,834.9553881807648,1.25,8127
